Company name,Booth,Website,Website link,Company info
HYDRAO,L1-S25,http://www.hydrao.com,http://www.hydrao.com,"Founded in 2015 in France, HYDRAO designs innovative solutions for smart drink water management. HYDRAO brought to market connected objects that increase citizens and facility managers sensitiveness to resource preservation through real-time information on their water usage. HYDRAOs value was recognized in Singapore with the award of a large-scale contract with PUB.
Unveiling HYDRAO Shower, the flagship product, resulted in a strong customer traction and provide HYDRAO with a worldwide buzz after 2016 and 2017 CES shows. HYDRAO Showers effectiveness was proven in a large-scale study led by Bonns behavioural economics lab on a sample of more than 40,000 showers."
HYDRELIS,-,http://www.hydrelis.com,http://www.hydrelis.com,"Hydrelis provides solutions to monitor water consumption in building and housing using smart & connected water circuit breakers. Those solutions detect and protect in real time against water leakages. Our solutions are interfacing with BMS and any third-party energy management system. The communication mode allows the users/operators to manage remotely their water circuit breakers to open/close but also to follow their consumption.
3 range of products: Switchflow for buildiing, Stopflow for housing, Sensiflow for public toilets.
Hydrelis is facilitating and evidencing sustainibility footprint of building users/owners to obtain BREEAM certification and is driving digitilization of the water management."
HYDRIA WATER,-,http://www.hydriawater.se,http://www.hydriawater.se,"Hydria Water - Trademarks VA Teknik Sweden and Mellegård & Naij
Chain & Flight Scrapers, Step type Screen."
HYDROSENSE,L1-P18,https://www.hydrosense-legionella.com/,https://www.hydrosense-legionella.com/,"Hydrosense is the worlds fastest and only on-site water test for Legionella. Hydrosense detects the presence of Legionella within 25 minutes enabling businesses to take rapid corrective action. In comparison, traditional methods for Legionella detection can take up to 14 days to deliver results and often have low recovery rates. The Hydrosense smartphone-based diagnostic reader and water audit software tools add further value and deliver deep insights to water management companies and business owners alike.
Hydrosense provides accurate, auditable test results, enabling Real Time Risk Management of Legionella for the first time."
HYDROSPIN POWER SOLUTION,L1-J10,http://www.h-spin.com,http://www.h-spin.com,"HydroSpin provides a patented micro-energy solution from the water flow, for water monitoring, sensors, data loggers & powering online transmission. 
HydroSpins micro-generator creates power to support remote devices 24/7. 
Hydrospins generator produced micro-energy provides available DC electrical power to sensors and data loggers. 
An unlimited energy source means you no longer have to choose when to operate your monitoring equipment or settle for a sample analysis of water health: 
You can control your water all the time and get any data you need at every given moment, to manage a high quality, low-risk urban water network."
IBS TECHNICS GMBH,B2-N11,http://www.ibs-technics.de,http://www.ibs-technics.de,"Whether in mobile flood defences, spill containment, water supply, non-encased valve fittings, IBS Technics GmbH has carved out an outstanding reputation in many business sectors over the past 20 years.

Our Stoplog systems, Penstocks and Channel Penstocks are used to create complete water-supply systems and water and waste treatment plants - worldwide."
ICEX SPAIN TRADE AND INVESTMENT,B2-M22,http://www.icex.es,http://www.icex.es,"ICEX SPAIN TRADE AND INVESTMENT facilitates the International projection of Spanish enterprises and attracts foreign investment to Spain. ICEX is assisted by a network of 98 Economic and Commercial Offices abroad, and 31 Trade directories in Spain. ICEX organizes 1,200 promotional activities per year and provides customized services to exporters."
IDE TECHNOLOGIES,B2-Q22,http://www.ide-tech.com,http://www.ide-tech.com,"IDE is a world leader in water treatment solutions, specializes in the development, engineering, construction and operation of enhanced sea and brackish water desalination facilities, industrial water treatment and water reuse plants, based on the most advanced technologies. 
IDE has a unique, well-proven track record in large-scale membrane and thermal desalination projects, including some of the largest plants worldwide.
Today, IDE provides high quality water for a wide range of customers - municipalities, oil and gas industry, mining, refineries and power stations, with a total capacity over 3 million m3/day.  With teams around the world, we deliver full customer partnership."
IES LTD,L1-P18,http://-,http://-,NA
INGE GMBH,B2-K02,http://www.inge.basf.com,http://www.inge.basf.com,"inge GmbH based in Greifenberg, Germany, is a world's leading provider of ultrafiltration technology, a membrane process used to treat drinking water, process water, waste water and sea water. With a global reach enhanced by its network of partners, the company has completed numerous reference plants around the globe featuring its cutting-edge technology. In August 2011, inge® became part of BASF - one of the worlds leading chemical companies. Since then, the German specialists in ultrafiltration technology are enhancing BASFs water treatment portfolio."
INNOVENG (S) PTE LTD,L1-M13,http://-,http://-,"InnovEng (S) Pte Ltd is a Singapore-based company, which specializes in products and technologies for environmental projects, and in particular water and wastewater projects. With our headquarters in Singapore, InnovEng also has project partners in South East Asia  Cambodia, Indonesia, Myanmar and Vietnam. 
InnovEng represents a wide range of products from reputable manufacturers, for eg screening & grit systems, flow control, aeration systems, membrane system, mixers, odour control etc."
INNOVYZE,B2-X24,http://-,http://-,"Innovyze is a leading global provider of wet infrastructure business analytics software solutions designed to meet the technological needs of water/wastewater utilities, government agencies, and engineering organisations worldwide. Its clients include the majority of the largest UK, Australasian, East Asian and North American cities, foremost utilities on all five continents, and ENR top-rated design firms. With unparalleled expertise and offices in North America, Europe, and Asia Pacific, the Innovyze connected portfolio product lines empower thousands of engineers to competitively plan, manage, design, protect, operate and sustain highly efficient and reliable infrastructure systems, and provides an enduring platform for customer success."
